datetime,close,volume
2021-01-01T00:00:00+0530,20.44,1182664
2021-01-04T00:00:00+0530,20.82,7705873
2021-01-05T00:00:00+0530,20.61,2150476
2021-01-06T00:00:00+0530,20.92,3986407
2021-01-07T00:00:00+0530,21.09,10269288
2021-01-08T00:00:00+0530,21.48,6354746
2021-01-11T00:00:00+0530,21.63,3915405
2021-01-12T00:00:00+0530,21.87,6236404
2021-01-13T00:00:00+0530,22.01,6467823
2021-01-14T00:00:00+0530,22.08,1454292
2021-01-15T00:00:00+0530,21.62,2572414
2021-01-18T00:00:00+0530,21.05,2496547
2021-01-19T00:00:00+0530,21.31,2679110
2021-01-20T00:00:00+0530,21.29,1518186
2021-01-21T00:00:00+0530,20.87,2578271
2021-01-22T00:00:00+0530,20.41,2579128
2021-01-25T00:00:00+0530,20.13,2744795
2021-01-27T00:00:00+0530,19.97,1341162
2021-01-28T00:00:00+0530,19.83,4162737
2021-01-29T00:00:00+0530,19.59,6824365
2021-02-01T00:00:00+0530,19.88,23971145
2021-02-02T00:00:00+0530,20.37,11616170
2021-02-03T00:00:00+0530,20.99,29486178
2021-02-04T00:00:00+0530,21.57,6956357
2021-02-05T00:00:00+0530,21.54,5179594
2021-02-08T00:00:00+0530,21.74,11203051
2021-02-09T00:00:00+0530,21.73,12026568
2021-02-10T00:00:00+0530,21.64,2656320
2021-02-11T00:00:00+0530,21.59,1490742
2021-02-12T00:00:00+0530,21.26,3290416
2021-02-15T00:00:00+0530,21.25,2015837
2021-02-16T00:00:00+0530,21.94,10368061
2021-02-17T00:00:00+0530,22.21,7660977
2021-02-18T00:00:00+0530,23.22,21681547
2021-02-19T00:00:00+0530,22.77,6761396
2021-02-22T00:00:00+0530,22.41,3289756
2021-02-23T00:00:00+0530,22.86,6512323
2021-02-24T00:00:00+0530,23.08,2924134
2021-02-25T00:00:00+0530,24.15,16778780
2021-02-26T00:00:00+0530,23.48,12920813
2021-03-01T00:00:00+0530,24.15,5289465
2021-03-02T00:00:00+0530,24.25,5853104
2021-03-03T00:00:00+0530,24.38,8196535
2021-03-04T00:00:00+0530,24.17,8348240
2021-03-05T00:00:00+0530,23.98,7484775
2021-03-08T00:00:00+0530,24.43,9876649
2021-03-09T00:00:00+0530,23.97,2921992
2021-03-10T00:00:00+0530,23.81,2074537
2021-03-12T00:00:00+0530,23.86,9875143
2021-03-15T00:00:00+0530,23.94,2302551
2021-03-16T00:00:00+0530,23.95,1756504
2021-03-17T00:00:00+0530,23.31,1202643
2021-03-18T00:00:00+0530,23.0,7158014
2021-03-19T00:00:00+0530,23.39,5114727
2021-03-22T00:00:00+0530,23.33,1150871
2021-03-23T00:00:00+0530,23.07,1355198
2021-03-24T00:00:00+0530,22.73,1446326
2021-03-25T00:00:00+0530,22.17,2140927
2021-03-26T00:00:00+0530,22.2,1745906
2021-03-30T00:00:00+0530,22.83,1851745
2021-03-31T00:00:00+0530,22.66,1852197
2021-04-01T00:00:00+0530,22.89,1267001
2021-04-05T00:00:00+0530,22.69,1506114
2021-04-06T00:00:00+0530,22.59,1192673
2021-04-07T00:00:00+0530,22.64,856028
2021-04-08T00:00:00+0530,22.73,1650770
2021-04-09T00:00:00+0530,22.5,638466
2021-04-12T00:00:00+0530,21.36,9011438
2021-04-13T00:00:00+0530,22.03,1675890
2021-04-15T00:00:00+0530,22.26,1778301
2021-04-16T00:00:00+0530,22.58,2803246
2021-04-19T00:00:00+0530,21.71,1643113
2021-04-20T00:00:00+0530,21.74,814491
2021-04-22T00:00:00+0530,21.82,3169592
