datetime,close,volume
2025-06-02T09:15:00+0530,6462.0,0
2025-06-02T09:16:00+0530,6449.15,0
2025-06-02T09:17:00+0530,6442.6,0
2025-06-02T09:18:00+0530,6447.3,0
2025-06-02T09:19:00+0530,6449.45,0
2025-06-02T09:20:00+0530,6444.8,0
2025-06-02T09:21:00+0530,6448.1,0
2025-06-02T09:22:00+0530,6454.55,0
2025-06-02T09:23:00+0530,6453.85,0
2025-06-02T09:24:00+0530,6457.5,0
2025-06-02T09:25:00+0530,6448.8,0
2025-06-02T09:26:00+0530,6455.0,0
2025-06-02T09:27:00+0530,6452.4,0
2025-06-02T09:28:00+0530,6448.05,0
2025-06-02T09:29:00+0530,6446.1,0
2025-06-02T09:30:00+0530,6447.1,0
2025-06-02T09:31:00+0530,6440.35,0
2025-06-02T09:32:00+0530,6439.55,0
2025-06-02T09:33:00+0530,6444.35,0
2025-06-02T09:34:00+0530,6441.2,0
2025-06-02T09:35:00+0530,6439.8,0
2025-06-02T09:36:00+0530,6440.45,0
2025-06-02T09:37:00+0530,6448.85,0
2025-06-02T09:38:00+0530,6448.4,0
2025-06-02T09:39:00+0530,6453.0,0
2025-06-02T09:40:00+0530,6453.6,0
2025-06-02T09:41:00+0530,6452.35,0
2025-06-02T09:42:00+0530,6453.65,0
2025-06-02T09:43:00+0530,6451.85,0
2025-06-02T09:44:00+0530,6452.2,0
2025-06-02T09:45:00+0530,6456.1,0
2025-06-02T09:46:00+0530,6461.3,0
2025-06-02T09:47:00+0530,6459.8,0
2025-06-02T09:48:00+0530,6459.6,0
2025-06-02T09:49:00+0530,6460.0,0
2025-06-02T09:50:00+0530,6457.55,0
2025-06-02T09:51:00+0530,6457.9,0
2025-06-02T09:52:00+0530,6458.95,0
2025-06-02T09:53:00+0530,6458.85,0
2025-06-02T09:54:00+0530,6457.8,0
2025-06-02T09:55:00+0530,6454.5,0
2025-06-02T09:56:00+0530,6453.65,0
2025-06-02T09:57:00+0530,6455.05,0
2025-06-02T09:58:00+0530,6455.45,0
2025-06-02T09:59:00+0530,6456.25,0
2025-06-02T10:00:00+0530,6462.0,0
2025-06-02T10:01:00+0530,6462.05,0
2025-06-02T10:02:00+0530,6460.3,0
2025-06-02T10:03:00+0530,6458.15,0
2025-06-02T10:04:00+0530,6461.0,0
2025-06-02T10:05:00+0530,6460.25,0
2025-06-02T10:06:00+0530,6458.6,0
2025-06-02T10:07:00+0530,6462.7,0
2025-06-02T10:08:00+0530,6461.9,0
2025-06-02T10:09:00+0530,6466.45,0
2025-06-02T10:10:00+0530,6468.35,0
2025-06-02T10:11:00+0530,6466.55,0
2025-06-02T10:12:00+0530,6467.15,0
2025-06-02T10:13:00+0530,6463.05,0
2025-06-02T10:14:00+0530,6463.25,0
2025-06-02T10:15:00+0530,6460.75,0
2025-06-02T10:16:00+0530,6461.0,0
2025-06-02T10:17:00+0530,6454.95,0
2025-06-02T10:18:00+0530,6454.65,0
2025-06-02T10:19:00+0530,6453.75,0
2025-06-02T10:20:00+0530,6451.2,0
2025-06-02T10:21:00+0530,6446.75,0
2025-06-02T10:22:00+0530,6445.7,0
2025-06-02T10:23:00+0530,6448.2,0
2025-06-02T10:24:00+0530,6449.35,0
2025-06-02T10:25:00+0530,6448.2,0
2025-06-02T10:26:00+0530,6448.5,0
2025-06-02T10:27:00+0530,6449.45,0
2025-06-02T10:28:00+0530,6453.7,0
2025-06-02T10:29:00+0530,6453.45,0
2025-06-02T10:30:00+0530,6452.85,0
2025-06-02T10:31:00+0530,6455.6,0
2025-06-02T10:32:00+0530,6453.85,0
